X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-122.40227,45.5870600000001,483,Public Libraries,Municipal,Camas Public Library,Camas Public Library,,625 NE 4th Avenue,Camas,WA,98607-2109,Clark,360-834-4692,,library@cityofcamas.us,http://www.camaslibrary.org,-122.40227,45.58706,{2A902AD2-6E1E-4752-B6C6-A30C2DACE52A}
-120.93808,47.1958500000001,484,Public Libraries,Municipal,Carpenter Memorial Library,Carpenter Memorial Library,,302 N Pennsylvania Ave,Cle Elum,WA,98922-1513,kittitas,(509) 674-2313,5096742313,cmlibrary@cityofcleelum.com,http://www.carpenter.lib.wa.us,-120.93808,47.19585,{87FD418A-C9E9-4325-B8FA-7177704EBD61}
-122.90976,46.2750500000001,485,Public Libraries,Municipal,Castle Rock Public Library,Castle Rock Public Library,,137 Cowlitz St W,Castle Rock,WA,98611-1350,Cowlitz,(360) 274-6961,,rocklibrary@hotmail.com,http://www.crplibrary.com,-122.90976,46.27505,{066CA52A-CDE1-48E2-9074-5B8B6A73DA1D}
-118.15096,47.6539700000001,486,Public Libraries,Municipal,Davenport Public Library,Davenport Public Library,,505 7th St,Davenport,WA,99122-1169,Lincoln,(509) 725-4355,5097254300,davreference@live.com,http://www.davenport.lib.wa.us,-118.15096,47.65397,{41666C95-1BB7-474B-9E4C-75B1BC338E74}
-121.98751,47.20361,487,Public Libraries,Municipal,King County Library System,Enumclaw Public Library,,1700 First Street,Enumclaw,WA,98022-3460,King,(360) 825-2045,,,https://kcls.org/locations/119/,-121.98751,47.20361,{3F19425F-CCF6-4B84-BECA-ACF8C1D9ABDB}
-122.90064,46.13937,488,Public Libraries,Municipal,Kelso Public Library,Kelso Public Library,,"351 Three Rivers Dr., Ste 1263",Kelso,WA,98626,Cowlitz,360-423-8110,3604255195,kelsopublib@kelso.gov,http://www.kelso.gov/library,-122.90064,46.13937,{767C8BCD-6DD7-4A23-9452-7D25F1B48F3A}
-122.29094,47.5389900000001,489,Public Libraries,Municipal,Seattle Public Library - Central Library,NewHolly Branch,,7058 32nd Ave. S.,Seattle,WA,98118-6401,King,206-386-1905,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/newholly-branch,-122.29094,47.53899,{73C574F4-D69E-4BD3-BA24-D8D3ACBE3574}
-123.38423,46.2012700000001,490,Public Libraries,Municipal,Cathlamet Public Library,Cathlamet Public Library,,115 Columbia Street,Cathlamet,WA,98612,Wahkiakum,(360) 795-3254,3607953254,carol@townofcathlamet.com,http://www.cathlamet.lib.wa.us,-123.38423,46.20127,{9DAABA0F-AC99-40F7-B831-FD362E8DB12B}
-122.44475,47.2522000000001,491,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Tacoma Public Library - Main Branch,Tacoma Public Library,1102 Tacoma Avenue South,Tacoma,WA,98402,Pierce,(253) 292-2001,2533445584,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.44475,47.2522,{6A3B39C0-E260-453E-9A0A-35DC5FF5FA04}
-122.33893,47.6611600000001,492,Public Libraries,Municipal,Seattle Public Library - Central Library,Wallingford Branch,,1501 N. 45th St.,Seattle,WA,98103-6708,King,206-684-4088,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/wallingford-branch,-122.33893,47.66116,{871A99EB-7CAE-4395-8554-15BD08974230}
-122.38475,47.5826900000001,493,Public Libraries,Municipal,Seattle Public Library - Central Library,West Seattle Branch,,2306 42nd Ave. S.W.,Seattle,WA,98116-2535,King,206-684-7444,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/west-seattle-branch,-122.38475,47.58269,{7277093D-5CAC-4C52-8E35-29C5426096C6}
-122.36329,47.5530400000001,494,Public Libraries,Municipal,Seattle Public Library - Central Library,Delridge Branch,,5423 Delridge Way S.W.,Seattle,WA,98106-1479,King,206-733-9125,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/delridge-branch,-122.36329,47.55304,{76B95C1D-7148-400C-83CB-F8B1A0EF98AF}
-122.32267,47.5961500000001,495,Public Libraries,Municipal,Seattle Public Library - Central Library,International District/Chinatown Branch,,713 Eighth Ave. S.,Seattle,WA,98104,King,206-386-1300,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/international-district-chinatown-branch,-122.32267,47.59615,{8BF8591F-F7B9-4506-A241-9DBF9132D482}
-122.3228,47.7060200000001,496,Public Libraries,Municipal,Seattle Public Library - Central Library,Northgate Branch,,10548 Fifth Ave. N.E.,Seattle,WA,98125-7202,King,206-386-1980,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/northgate-branch,-122.3228,47.70602,{47CE43E7-4194-423E-9DEA-515AF7EDD1C4}
-122.32258,47.5262900000001,497,Public Libraries,Municipal,Seattle Public Library - Central Library,South Park Branch,,8604 Eighth Ave. S.,Seattle,WA,98108-4713,King,206-615-1688,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/south-park-branch,-122.32258,47.52629,{94F47059-F7F4-4B9B-8732-C3AC65C0E4BA}
-117.42522,47.6592200000001,498,Public Libraries,Municipal,Spokane Public Library,Spokane Public Library,,906 W Main Ave,Spokane,WA,99201-0905,Spokane,(509) 444-5300,5094445365,,http://www.spokanelibrary.org,-117.42522,47.65922,{5F6E662E-8415-4B1F-9FE8-89C7F6E57269}
-117.37697,47.65099,499,Public Libraries,Municipal,Spokane Public Library,East Side Library,,524 S Stone St,Spokane,WA,99202-4150,Spokane,(509) 444-5375,5094445369,,http://www.spokanelibrary.org/east-side/,-117.37697,47.65099,{981B6AE1-F6A6-45F6-B321-8A9D5CCFC27E}
-117.37387,47.6947400000001,500,Public Libraries,Municipal,Spokane Public Library,Hillyard Library,,4005 N Cook St,Spokane,WA,99207-5879,Spokane,(509) 444-5380,5094445370,,http://www.spokanelibrary.org/hillyard/,-117.37387,47.69474,{9490A018-CAD0-43AC-A31C-56AFAED0AE03}
-117.39058,47.62422,501,Public Libraries,Municipal,Spokane Public Library,South Hill Library,,3324 S Perry St,Spokane,WA,99203-4058,Spokane,(509) 444-5385,5094445371,,http://www.spokanelibrary.org/south-hill/,-117.39058,47.62422,{6C19FE6A-32CD-48D7-8664-C137D18D0454}
-117.44217,47.7002800000001,502,Public Libraries,Municipal,Spokane Public Library,Shadle Library,,2111 W Wellesley Ave,Spokane,WA,99205-5012,Spokane,(509) 444-5390,5094445372,,http://www.spokanelibrary.org/shadle/,-117.44217,47.70028,{B9267C2F-E883-4EB4-85F2-5901F4A28038}
-122.31786,47.66553,503,Public Libraries,Municipal,Seattle Public Library - Central Library,University Branch,,5009 Roosevelt Way N.E.,Seattle,WA,98105-3696,King,206-684-4063,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/university-branch,-122.31786,47.66553,{34E397B3-2AE7-42C1-93D1-4CA1BF37EA62}
-117.97662,47.2991700000001,504,Public Libraries,Municipal,Sprague Public Library,Sprague Public Library,,119 W 2nd St,Sprague,WA,99032-0264,Lincoln,(509) 257-2662,5092572691,library@sprague-wa.us,http://sprague.lib.wa.us/,-117.97662,47.29917,{9893CDDE-1D69-4DFE-B9E4-FFC2BE47E011}
-122.43511,47.2066600000001,505,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Moore Branch,,215 S 56th Street,Tacoma,WA,98408,Pierce,(253) 341-4848,,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.43511,47.20666,{2897A432-D82D-4366-998E-473317434159}
-122.44288,47.18143,506,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Fern Hill Branch,,765 South 84th Street,Tacoma,WA,98444,Pierce,(253) 341-4724,2538302914,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.44288,47.18143,{221BC465-837C-44FF-A037-4F5FE8B4EB24}
-122.3864,47.28783,507,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Kobetich Branch,,212 Browns Point Blvd NE,Tacoma,WA,98422,Pierce,(253) 248-7265,,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.3864,47.28783,{EE9DE4EC-A7B8-4805-A6BD-45C691A25602}
-122.42178,47.22875,508,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Mottet Branch,,3523 East G Street,Tacoma,WA,98404,Pierce,(253) 617-7680,2535926398,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.42178,47.22875,{944AD728-0FA6-4DAD-A1E5-8FDB64D13864}
-122.53067,47.25582,509,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Swasey Branch,,7001 6th Avenue,Tacoma,WA,98406,Pierce,(253) 617-7810,2535641282,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.53067,47.25582,{399D0B79-C6E0-4548-9C0B-8AC5A7E91EDE}
-122.48633,47.27101,510,Public Libraries,Municipal,Tacoma Public Library - Main Branch,Wheelock Branch,,3722 N 26th Street,Tacoma,WA,98407,Pierce,(253) 617-7811,2537613133,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.48633,47.27101,{CBEE1C2F-3904-4856-BC2D-FAE69C170C90}
-118.33443,46.0671100000001,511,Public Libraries,Municipal,Walla Walla Public Library,Walla Walla Public Library,,238 E Alder St,Walla Walla,WA,99362-1943,Walla Walla,509-527-4550,5095247950,,http://wallawallapubliclibrary.org,-118.33443,46.06711,{87315E2D-14A5-4F05-A4B5-188A20850284}
-118.15519,46.2700400000001,512,Public Libraries,Municipal,Weller Public Library,Weller Public Library,,212 Main,Waitsburg,WA,99361-0035,Walla Walla,(509) 337-8149,5093378149,wellerpubliclibrary@yahoo.com,,-118.15519,46.27004,{91E33952-7B35-4927-886E-FF2C9CFC33F2}
-120.4187827,46.9842268,513,Public Libraries,Municipal,Gilmour Memorial Library,Gilmour Memorial Library,,200 N. Pierce Street,Kittitas,WA,98934,kittitas,(509) 968-0226,,library@cityofkittitas.com,https://www.facebook.com/kittitaslibrary,-120.4187827,46.9842268,{E011D75F-934C-4B72-AAD9-5E75DD6FF834}
-122.32224,47.6228300000001,514,Public Libraries,Municipal,Seattle Public Library - Central Library,Capitol Hill Branch,,425 Harvard Ave. E.,Seattle,WA,98102-4908,King,206-684-4715,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/capitol-hill-branch,-122.32224,47.62283,{FF7D4157-AC50-4F22-AA00-5C1E04B3EE8E}
-122.23909,48.50469,515,Public Libraries,Municipal,Central Skagit Rural Partial County Library District,Central Skagit Library Processing Center,,720 Metcalf St,Sedro-Woolley,WA,98284,Skagit,(360) 755-3985 ext.3,3608995270,admin@centralskagitlibrary.org,http://www.centralskagitlibrary.org,-122.23909,48.50469,{20CCCC80-C04B-4AB2-A204-3F30D2D266A0}
-117.09426,47.67177,516,Public Libraries,Municipal,Liberty Lake Municipal Library,Liberty Lake Municipal Library,,23123 E Mission Ave,Liberty Lake,WA,99019-8514,Spokane,(509) 232-2510,5092322512,library@libertylakewa.gov,http://www.libertylakewa.gov/435/library,-117.09426,47.67177,{B7D6DDDB-7EB6-4C61-B63E-8C7520019872}
-121.75901,48.5368800000001,517,Public Libraries,Municipal,Upper Skagit Library,Upper Skagit Library,,"45770B Main St, PO BOX 99",Concrete,WA,98237,Skagit,(360) 853-7939,,info@upperskagitlibrary.org,www.upperskagitlibrary.org,-121.75901,48.53688,{6462DB1F-EDA0-4077-961A-E6B90BE8E4D5}
-117.48272,47.7404000000001,518,Public Libraries,Municipal,Spokane Public Library,Indian Trail Library,,4909 W Barnes Rd,Spokane,WA,99208-9155,Spokane,(509) 444-5395,5094445399,,http://www.spokanelibrary.org/indian-trail/,-117.48272,47.7404,{4B040DC3-0650-4E00-9FF1-B41A6DB7F261}
-122.33296,47.60648,519,Public Libraries,Municipal,Seattle Public Library - Central Library,Seattle Public Library - Central Library,Seattle Public Library,1000 Fourth Ave.,Seattle,WA,98104-1109,King,(206) 386-4636,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/,-122.33296,47.60648,{5883DF67-BE98-4641-87F0-87B003A8FAA1}
-122.48207,47.20669,520,Public Libraries,Municipal,Tacoma Public Library - Main Branch,South Tacoma Branch,,3411 S 56th Street,Tacoma,WA,98409,Pierce,(253) 617-7809,2538302655,info@tacomalibrary.org,https://www.tacomalibrary.org,-122.48207,47.20669,{CDDBC731-2C5C-45C4-B691-DA1424A85ADC}
-122.93797,46.1407,521,Public Libraries,Municipal,Longview Public Library,Longview Public Library,,1600 Louisiana St,Longview,WA,98632-2903,Cowlitz,(360) 442-5300,3604425954,,http://www.longviewlibrary.org,-122.93797,46.1407,{0B338B31-65B0-4FFF-9EE7-2FA40910951D}
-124.15429,46.96673,522,Public Libraries,Municipal,Ocean Shores Public Library,Ocean Shores Public Library,,573 Pt Brown Ave NW,Ocean Shores,WA,98569-0669,Grays harbor,360-289-3919,3602894318,oslibrary@osgov.com,http://oslibrary.info,-124.15429,46.96673,{4D183F35-234A-4AC4-96A5-134F1F0383F1}
-118.68949,47.3333400000001,523,Public Libraries,Municipal,Odessa Public Library,Odessa Public Library,,21 E 1st Ave,Odessa,WA,99159-0218,Lincoln,(509) 982-2654,5099822410,odessapublib@odessaoffice.com,http://odessa.lib.wa.us/,-118.68949,47.33334,{81028AD6-292D-4E52-B749-64DE8FBCEAF8}
-122.76346,48.1165700000001,524,Public Libraries,Municipal,Port Townsend Public Library,Port Townsend Public Library,,1220 Lawrence Street,Port Townsend,WA,98368-6527,Jefferson,(360) 385-3181,,ptlibrary@cityofpt.us,http://www.ptpubliclibrary.org,-122.76346,48.11657,{EC8F874C-38CA-415C-B0D9-455D639575D8}
-122.29377,47.18976,525,Public Libraries,Municipal,Puyallup Public Library,Puyallup Public Library,,324 S Meridian,Puyallup,WA,98371-5914,Pierce,253-841-5454,2538415483,puylib@puyallupwa.gov,http://www.puyalluplibrary.org,-122.29377,47.18976,{02878F35-CA36-4B0F-8724-529B9BD1CE16}
-117.88162,47.66914,526,Public Libraries,Municipal,Reardan Memorial Library,Reardan Memorial Library,,120 S. Oak,Reardan,WA,99029-0227,Lincoln,(509) 994-9997,5097963925,library@townofreardan.com,http://www.reardan.lib.wa.us/,-117.88162,47.66914,{09B518AF-3185-43F2-8908-850CFBD66449}
-117.18285,46.7288,527,Public Libraries,Municipal,Neill Public Library,Neill Public Library,,210 N. Grand Ave,Pullman,WA,99163-2608,Whitman,509-334-3595,,library@neill-lib.org,http://www.neill-lib.org,-117.18285,46.7288,{B1D1E6E3-7CB5-49B9-A69C-63FAA91F24A6}
-119.27891,46.2797800000001,528,Public Libraries,Municipal,Richland Public Library,Richland Public Library,,955 Northgate Dr,Richland,WA,99352,Benton,509-942-7454,5099427442,,http://richland.lib.wa.us,-119.27891,46.27978,{9EB7632E-3954-43F3-B550-79260CCB92EE}
-122.37629,47.5224400000001,529,Public Libraries,Municipal,Seattle Public Library - Central Library,Southwest Branch,,9010 35th Ave. S.W.,Seattle,WA,98126-3821,King,206-684-7455,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/southwest-branch,-122.37629,47.52244,{CDCE2229-CF2B-4339-BEC9-30F1DBA98FDB}
-120.99205,47.22207,530,Public Libraries,Municipal,Roslyn Public Library,Roslyn Public Library,,201 S. First Street,Roslyn,WA,98941-0451,Kittitas,(509) 649-3420,5096493420,,http://www.roslynlibrary.org,-120.99205,47.22207,{057D01AD-BB50-4817-A9B8-AF29F67E8B50}
-122.35624,47.72301,531,Public Libraries,Municipal,Seattle Public Library - Central Library,Broadview Branch,,12755 Greenwood Ave. N.,Seattle,WA,98133-7901,King,(206) 684-7519,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/broadview-branch,-122.35624,47.72301,{BE54B201-0C48-4DCF-A35A-F9488E74E11C}
-122.2901,47.6126400000001,532,Public Libraries,Municipal,Seattle Public Library - Central Library,Madrona-Sally Goldmark Branch,,1134 33rd Ave.,Seattle,WA,98122-5130,King,206-684-4705,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/madrona-sally-goldmark-branch,-122.2901,47.61264,{0D88F6E6-3BDD-4A1D-B766-4F050F1E7863}
-122.27065,47.5214800000001,533,Public Libraries,Municipal,Seattle Public Library - Central Library,Rainier Beach Branch,,9125 Rainier Ave. S.,Seattle,WA,98118-5026,King,206-386-1906,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/rainier-beach-branch,-122.27065,47.52148,{E498B253-B431-48E1-9EAD-0C1CB377774C}
-122.36275,47.6338200000001,534,Public Libraries,Municipal,Seattle Public Library - Central Library,Queen Anne Branch,,400 W. Garfield St.,Seattle,WA,98119-3038,King,206-386-4227,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/queen-anne-branch,-122.36275,47.63382,{D63142FC-E24E-4FDE-B31F-F8D90083410A}
-122.29071,47.6778600000001,535,Public Libraries,Municipal,Seattle Public Library - Central Library,Northeast Branch,,6801 35th Ave. N.E.,Seattle,WA,98115-7333,King,206-684-7539,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/northeast-branch,-122.29071,47.67786,{285F2CCE-5EB7-4E2A-BA1E-7AE6C0BD9A49}
-122.33805,48.4157200000001,536,Public Libraries,Municipal,Mount Vernon City Library,Mount Vernon City Library,,315 Snoqualmie Street,Mount Vernon,WA,98273-4226,Skagit,(360) 336-6209,3603366259,,http://www.mountvernonwa.gov/library,-122.33805,48.41572,{2D91F0D7-63DB-4ED9-A03B-A6F7B9245A13}
-122.40134,47.6453100000001,537,Public Libraries,Municipal,Seattle Public Library - Central Library,Magnolia Branch,,2801 34th Ave. W.,Seattle,WA,98199-2602,King,206-386-4225,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/magnolia-branch,-122.40134,47.64531,{95166F3D-5E9A-4DE5-AF0B-12F2C3AB5BC0}
-122.28676,47.5598200000001,538,Public Libraries,Municipal,Seattle Public Library - Central Library,Columbia Branch,,4721 Rainier Ave. S.,Seattle,WA,98118-1696,King,206-386-1908,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/columbia-branch,-122.28676,47.55982,{59225662-DCD6-4F87-8C78-F4FBBC779210}
-122.29809,47.71979,539,Public Libraries,Municipal,Seattle Public Library - Central Library,Lake City Branch,,12501 28th Ave NE,Seattle,WA,98125-4319,King,206-684-7518,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/lake-city-branch,-122.29809,47.71979,{2EC04BBD-0E51-4318-893D-770C13801B50}
-122.37606,47.5481500000001,540,Public Libraries,Municipal,Seattle Public Library - Central Library,High Point Branch,,3411 S.W. Raymond St.,Seattle,WA,98126-2953,King,206-684-7454,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/high-point-branch,-122.37606,47.54815,{A0F41CBB-826A-4823-B448-8EBCC39CFD53}
-122.35485,47.68744,541,Public Libraries,Municipal,Seattle Public Library - Central Library,Greenwood Branch,,8016 Greenwood Ave. N.,Seattle,WA,98103-4282,King,(206) 684-4086,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/greenwood-branch,-122.35485,47.68744,{777AEC19-152D-456A-90FD-4B131BD3304A}
-122.3267,47.6814800000001,542,Public Libraries,Municipal,Seattle Public Library - Central Library,Green Lake Branch,,7364 E. Green Lake Dr. N.,Seattle,WA,98115-5352,King,206-684-7547,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/green-lake-branch,-122.3267,47.68148,{C34D8EA9-23DF-42D5-9D7F-2238B302BE52}
-122.34844,47.65002,543,Public Libraries,Municipal,Seattle Public Library - Central Library,Fremont Branch,,731 N. 35th St.,Seattle,WA,98103-8802,King,206-684-4084,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/fremont-branch,-122.34844,47.65002,{73521433-E2A4-4F6B-9EA6-A76710FB36A9}
-122.30177,47.6019000000001,544,Public Libraries,Municipal,Seattle Public Library - Central Library,Douglass-Truth Branch,,2300 E. Yesler Way,Seattle,WA,98122-6061,King,206-684-4704,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/douglass-truth-branch,-122.30177,47.6019,{9B1C1503-6314-4C09-930C-42B2D791CDD0}
-122.30236,47.6404200000001,545,Public Libraries,Municipal,Seattle Public Library - Central Library,Montlake Branch,,2401 24th Ave. E.,Seattle,WA,98112-2642,King,206-684-4720,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/montlake-branch,-122.30236,47.64042,{1279A509-4BBA-4A47-BE8D-F0015939D07F}
-122.35412,47.6508600000001,546,Special Libraries,Business and Industry,"Shannon and Wilson, Inc. Technical Library","Shannon and Wilson, Inc. Technical Library",,"400 N 34th St, Ste 100",Seattle,WA,98103-8600,King,(206) 695-6821,2066956777,,http://www.shannonwilson.com,-122.35412,47.65086,{F56E3851-9C60-420D-B49B-F74967CE45E9}
-122.43756,48.46745,547,Special Libraries,Business and Industry,PACCAR Technical Library,PACCAR Technical Library,,12479 Farm to Market Rd,Mount Vernon,WA,98273,Skagit,(360) 757-5234,,,http://www.paccar.com,-122.43756,48.46745,{66776F2B-9BB5-4629-A9B7-1E45237C8977}
-122.15661,47.7030600000001,548,Special Libraries,Business and Industry,Aerojet Rocketdyne Technical Library,Aerojet Rocketdyne Technical Library,,11411 139th PL N.E.,Redmond,WA,98052,King,(425) 936-5414,4258825754,library@rocket.com,,-122.15661,47.70306,{95CCDC78-4FC4-4E37-B68D-55E1664B6684}
-122.12979,47.64002,549,Special Libraries,Business and Industry,Microsoft Library,Microsoft Library,,"One Microsoft Way, Bldg 92",Redmond,WA,98052-6399,King,425-706-8700,,library@microsoft.com,,-122.12979,47.64002,{0AD732CB-AEA2-425A-9308-DB1EDE6E2800}
-122.53018,47.2427500000001,550,Special Libraries,Business and Industry,APA - The Engineered Wood Association,APA - The Engineered Wood Association,,7011 S 19th St,Tacoma,WA,98466-5333,Pierce,(253) 565-6600,2535657265,help@apawood.org,http://apawood.org,-122.53018,47.24275,{C93DC97C-71C6-4E3C-8AE9-22EC72E50185}
-122.33067,47.6201600000001,551,Special Libraries,Business and Industry,NBBJ Library,NBBJ Library,,223 Yale Ave N,Seattle,WA,98109,King,(206) 223-5124,,,http://www.nbbj.com,-122.33067,47.62016,{E369FEE6-69CB-44CF-B176-53B3594BCF3C}
-122.3286218,47.5987129000001,552,Special Libraries,Business and Industry,Sound Transit Research Library,Sound Transit Research Library,,Union Station,Seattle,WA,98104-2826,King,206-398-5344,,library@soundtransit.org,,-122.3286218,47.5987129,{B3881BE6-CCA0-4775-9CFF-3B32B7511DB4}
-122.28119,47.15484,553,Special Libraries,Business and Industry,Parametrix Library,Parametrix Library,,1019 39th Ave. SE,Puyallup,WA,98374,Pierce,253-501-5227,,,http://www.parametrix.com,-122.28119,47.15484,{57DC1797-5F70-4F2C-BEC9-D786F5B03EFB}
-122.33131,47.6132200000001,554,Special Libraries,Community Club Libraries,Seattle Theatre Group Historical Theatres Library,Seattle Theatre Group Historical Theatres Library,,911 Pine Street 4th Floor,Seattle,WA,98101,King,206 812 3304,,library@stgpresents.org,http://www.stgpresents.org/library,-122.33131,47.61322,{975EA94A-237E-4D86-989F-BEA652EAC60A}
-122.62443,48.5348000000001,555,Special Libraries,Community Club Libraries,Guemes Island Library,Guemes Island Library,,7549 Guemes Island Rd,Anacortes,WA,98221-9041,Skagit,360-293-9052,3602939052,guemeslibrary@gmail.com,http://guemeslibrary.com,-122.62443,48.5348,{EDE11470-62DD-4557-8C81-A0D8A478AA9D}
-122.31306,47.5652000000001,556,Special Libraries,Education,Burke Museum,Burke Museum,,4300 15th Ave NE,Seattle,WA,98195,King,(206) 616-7318,,burkereg@uw.edu,http://www.burkemuseum.org,-122.31306,47.5652,{61B6AC56-3080-4B71-8E62-78AF9A23DA27}
-123.01719,48.53576,557,Special Libraries,History/Genealogy,Whale Museum Library,Whale Museum Library,,62 First St N,Friday Harbor,WA,98250-0945,San Juan,(360) 378-4710 ex 31,3603785790,,http://www.whalemuseum.org,-123.01719,48.53576,{0165C1D8-6463-4D3D-BCE3-4CAFBB9011A4}
-122.37857,47.5582400000001,558,Special Libraries,History/Genealogy,"Providence Archives, Seattle","Providence Archives, Seattle",,4800 37th Avenue SW,Seattle,WA,98126-2724,King,206-937-4600,2069234001,archives@providence.org,http://www.providence.org/archives,-122.37857,47.55824,{D11FDDA6-A00D-437C-9E1D-79DE496545BC}
-122.27683,47.63464,559,Special Libraries,History/Genealogy,Fiske Genealogical Library,Fiske Genealogical Library,,1644 43rd Ave E,Seattle,WA,98112-3222,King,206-328-2716,,postmaster@fiskelibrary.org,https://fiskelibrary.org,-122.27683,47.63464,{63749EB4-242A-4F3A-B4D0-D588886BAE56}
-120.5248,46.5704400000001,560,Special Libraries,History/Genealogy,Yakima Valley Genealogical Society Library,Yakima Valley Genealogical Society Library,,1901 S 12th Ave,Union Gap,WA,98903-1256,Yakima,(509) 248-1328,,yvgs1901@gmail.com,http://www.yvgs.net,-120.5248,46.57044,{0050269C-E184-4F0B-90BF-6837EA725CA7}
-122.14822,48.16718,561,Special Libraries,History/Genealogy,Stillaguamish Valley Genealogical Society,Stillaguamish Valley Genealogical Society,,6111 - 188th Pl. NE,Arlington,WA,98223-0034,Snohomish,(360) 435-4838,,info@stillygen.org,http://www.stillygen.org,-122.14822,48.16718,{BC4BDEE0-B45C-4CA3-A263-7F14BCE9BCBE}
-122.39092,47.6686,562,Special Libraries,History/Genealogy,"Cultural Resource Center, National Nordic Museum","Cultural Resource Center, National Nordic Museum",,2655 NW Market Street,Seattle,WA,98107,King,(206) 789-5707 x7018,,nordic@nordicmuseum.org,https://nordicmuseum.org/collections/research,-122.39092,47.6686,{E062300D-DC37-4568-B6EF-849D807271DF}
-117.4483535,47.6566799,563,Special Libraries,History/Genealogy,Joel E. Ferris Research Archives,Joel E. Ferris Research Archives,"Cheney Cowles Center, Ground Level",2316 W 1st Ave,Spokane,WA,99201,Spokane,(509) 363-5342,,archives@northwestmuseum.org,http://www.northwestmuseum.org,-117.4483535,47.6566799,{144661B5-99BF-4900-9ED0-084E23C8195A}
-122.3278,47.54965,564,Special Libraries,History/Genealogy,Puget Sound Maritime,Puget Sound Maritime,,5933 6th Avenue South,Seattle,WA,98108,King,206-812-5464,,research@pugetmaritime.org,http://www.pugetmaritime.org,-122.3278,47.54965,{7ED620B4-2486-433A-B96C-C2B51D7DE08F}
-122.29709,47.51901,565,Special Libraries,History/Genealogy,The Museum of Flight,The Museum of Flight,,9404 East Marginal Way South,Seattle,WA,98108,King,(206) 768-7160,2064374071,,http://www.museumofflight.org,-122.29709,47.51901,{0D5C06AB-BB4F-4BCB-B44C-09C587DE3AEE}
-122.56448,47.1772700000001,566,Special Libraries,History/Genealogy,Historic Fort Steilacoom Reseach Library,Historic Fort Steilacoom Reseach Library,,9601 Steilacoom Blvd SW,Lakewood,WA,98498,Pierce,,,research@historicfortsteilacoom.org,http://www.historicfortsteilacoom.org,-122.56448,47.17727,{1F19480A-B45C-4B4D-9E4F-48A0587D8D7F}
-122.277492,47.818339,567,Special Libraries,History/Genealogy,Sno-Isle Genealogical Society,Sno-Isle Genealogical Society,,Humble House at Heritage Park,Lynnwood,WA,98036-6938,Snohomish,(425) 775-6267,,info@snoislegen.org,http://www.rootsweb.ancestry.com/~wasigs/,-122.277492,47.818339,{C893EB1D-AE66-42A9-A807-96B87A3E1962}
